cycle_count,nominal_capacity_ah,voltage_v,current_a,temperature_c,charge_voltage,discharge_cutoff,avg_charge_current,avg_discharge_curr,depth_of_discharge,charge_time_h,rest_time_h,coulombic_efficiency,internal_resistance,max_temp_seen,min_temp_seen,humidity_pct,overcharge_events,overdischarge_events,battery_chemistry,battery_age_days,soh_percent,rul_cycles,fault_type,fault_label
1646,150,3.9244,4.441,28.73,4.1826,2.8517,2.652,4.579,0.3701,3.581,3.805,0.96153,0.16724,40.51,21.22,56.6,3,0,LTO,1157,66.4,6346,0,Normal
1692,75,3.561,-26.054,26.18,4.08,2.7272,0.991,1.916,0.6045,4.872,9.131,1.0,0.18189,43.47,20.93,60.4,1,0,LFP,1177,66.22,1290,0,Normal
1312,60,3.2126,-35.477,33.54,4.0746,2.8832,2.122,4.113,0.9945,4.654,4.04,0.98887,0.14915,34.63,28.09,69.5,3,1,NMC,939,71.97,103,3,Deep_Discharge
477,100,3.9737,23.096,48.41,4.1605,2.9065,1.848,0.82,0.5394,5.521,9.549,0.98273,0.0733,67.83,41.21,58.3,0,0,LFP,347,94.02,2383,1,Thermal_Runaway_Risk
1254,75,3.0698,-33.061,23.48,4.0391,2.8286,1.119,1.576,0.7858,5.883,4.762,0.95346,0.14309,41.42,17.41,65.6,1,2,NMC,874,73.14,247,0,Normal
922,100,3.2202,15.187,33.17,4.2167,2.709,0.913,3.149,0.6541,4.517,7.425,0.97571,0.12051,43.43,22.77,65.5,0,0,LFP,609,82.02,2088,0,Normal
419,150,3.0667,11.381,29.85,4.0969,2.9942,2.451,1.361,0.8563,6.542,8.403,0.99947,0.06933,43.4,28.84,72.7,0,0,NMC,279,90.3,1149,0,Normal
156,75,3.7776,32.693,25.34,4.0048,2.6533,1.629,4.791,0.8238,5.581,3.852,0.9563,0.06045,35.37,19.81,73.0,0,0,LTO,118,96.4,7808,0,Normal
549,150,3.795,-12.583,30.5,4.0764,2.7573,1.912,2.848,0.9611,2.257,5.032,0.98881,0.08319,46.25,17.09,61.3,0,0,NMC,404,89.53,985,3,Deep_Discharge
1464,100,3.7461,18.786,48.2,4.1962,2.7602,2.894,3.711,0.7555,7.529,10.117,0.98305,0.15498,51.12,41.7,83.0,2,0,LFP,1012,68.11,1446,1,Thermal_Runaway_Risk
1120,75,3.4026,27.997,29.31,4.2148,2.7142,1.314,2.895,0.9634,0.847,5.302,0.97633,0.1399,35.68,28.17,22.0,2,0,LFP,762,77.19,1852,3,Deep_Discharge
1020,75,2.9452,-26.743,29.31,4.142,2.5607,2.48,2.152,0.3291,5.174,5.621,1.0,0.11684,43.19,26.47,50.1,1,1,NCA,696,76.52,103,3,Deep_Discharge
996,60,4.1212,2.661,26.21,4.0735,2.677,1.989,4.146,0.5848,5.015,7.012,0.96413,0.11737,41.42,14.3,55.3,2,0,NMC,688,80.66,450,4,Internal_Short
1434,200,3.5362,-0.808,34.15,4.132,2.6076,1.862,0.309,0.7727,3.722,9.379,0.97947,0.16419,50.47,26.36,52.5,0,3,LFP,1014,70.76,1565,0,Normal
950,100,3.3901,-21.276,20.0,4.2091,2.9499,0.353,2.249,0.6362,3.975,0.846,0.98159,0.11279,26.59,16.73,96.1,2,0,NMC,657,75.84,476,0,Normal
288,50,3.6538,5.286,31.21,4.079,2.8277,2.755,4.429,0.9525,6.287,7.18,0.98603,0.06198,41.58,24.11,50.7,1,0,LFP,241,91.77,2633,3,Deep_Discharge
1277,60,3.0795,-23.38,34.46,4.0964,2.6439,0.84,0.609,0.3984,5.861,10.377,1.0,0.13968,39.21,34.27,45.5,1,1,NMC,908,77.2,175,0,Normal
195,75,2.9922,7.643,21.52,4.1349,2.7829,1.525,1.196,0.6361,3.49,4.045,0.96541,0.05354,33.19,19.92,36.1,0,1,NCA,193,93.47,1017,0,Normal
597,50,3.388,43.475,45.98,4.2218,2.9266,2.306,4.811,0.8993,1.949,8.208,0.99542,0.08414,60.56,41.74,23.6,0,0,LFP,407,86.79,2423,2,Overcharge
1857,50,3.1295,-4.085,45.61,4.1455,2.9672,1.663,4.803,0.8302,0.776,3.092,0.99419,0.18644,45.79,39.54,29.4,3,3,LFP,1302,62.46,998,0,Normal
1545,75,3.1542,-1.898,52.48,4.0519,2.5375,0.212,2.046,0.8538,5.876,1.3,0.99805,0.16983,52.59,51.59,35.4,0,1,LFP,1086,66.55,1336,3,Deep_Discharge
516,60,4.0941,28.33,35.71,4.0223,2.8935,2.857,3.811,0.6237,5.662,2.066,0.98512,0.0832,44.1,30.08,69.8,1,0,NMC,354,88.67,1035,0,Normal
1658,75,3.5696,25.19,34.16,4.0238,2.9832,0.257,3.204,0.5369,2.492,8.662,0.96338,0.17572,42.46,32.45,35.3,3,0,NMC,1154,66.63,0,0,Normal
1865,60,3.501,-12.353,29.22,4.2376,2.7336,0.452,2.566,0.6544,7.638,7.085,0.99898,0.18394,40.38,17.29,58.8,1,0,NCA,1275,60.35,0,2,Overcharge
864,60,3.7997,13.764,30.68,4.2056,2.9978,0.828,4.107,0.4408,5.311,2.339,0.97416,0.10704,38.63,22.68,61.0,0,0,NMC,596,83.63,650,0,Normal
1141,100,4.1797,-59.053,39.27,4.1915,2.9785,1.877,3.324,0.7489,5.427,0.426,1.0,0.11628,53.02,35.03,78.4,1,2,NCA,792,76.68,0,0,Normal
805,75,2.9627,-20.082,30.17,4.1241,2.8284,2.919,0.637,0.8505,4.638,9.932,0.96047,0.10545,36.42,26.67,54.3,3,0,NMC,507,83.25,672,0,Normal
1932,60,4.0086,21.398,28.49,4.1681,2.9238,2.783,4.23,0.3503,5.275,8.41,1.0,0.20147,32.28,27.09,50.7,2,4,LFP,1374,61.23,949,3,Deep_Discharge
1182,60,3.6468,-10.204,35.59,4.0318,2.6483,2.024,1.517,0.7194,7.993,5.417,1.0,0.13051,51.09,23.48,66.6,2,2,NCA,851,76.32,0,0,Normal
814,75,3.0119,-4.007,23.74,4.1552,2.9587,2.277,3.238,0.7028,6.472,2.475,0.97215,0.10272,28.82,18.7,45.9,0,1,LTO,577,84.42,7179,0,Normal
227,50,3.2309,-18.486,45.8,4.2027,2.7959,2.193,3.922,0.4848,3.553,11.587,0.96912,0.0584,58.81,33.61,54.4,0,0,LFP,134,93.25,2688,0,Normal
1900,50,3.4994,-21.695,30.08,4.0155,2.7548,2.123,4.509,0.9968,1.801,4.53,0.97386,0.18569,31.35,15.09,64.0,1,1,NMC,1317,62.25,0,3,Deep_Discharge
215,50,3.8022,-49.924,37.65,4.074,2.9178,2.475,4.641,0.6499,6.101,11.122,0.98194,0.05506,53.4,28.7,43.5,0,0,LFP,142,95.9,2721,0,Normal
947,100,3.1518,-7.263,21.98,4.0276,2.9447,1.152,4.644,0.9216,7.069,2.667,0.98599,0.11536,26.7,19.05,58.2,0,0,LFP,650,79.59,2017,0,Normal
1719,100,3.5756,9.312,29.57,4.0651,2.8506,0.819,3.354,0.4333,4.325,10.62,0.99089,0.17011,37.48,19.9,25.9,3,1,NMC,1247,64.33,0,0,Normal
14,100,3.7928,4.937,26.06,4.1931,2.5125,1.173,3.196,0.8242,7.411,6.523,0.98299,0.02921,39.5,19.58,39.0,0,0,LFP,55,100.0,3000,3,Deep_Discharge
1180,100,3.4507,-16.64,26.48,4.083,2.7986,0.336,0.271,0.3555,4.599,11.325,0.96506,0.13943,28.79,16.84,45.5,1,0,LFP,798,76.39,1686,0,Normal
1671,100,4.0514,-28.58,18.63,4.1724,2.9108,2.908,0.606,0.3477,1.968,1.486,0.97916,0.17323,22.77,6.83,60.5,1,0,NCA,1095,63.93,0,0,Normal
1284,75,4.0607,-7.478,40.56,4.1933,2.7726,2.271,2.084,0.4345,3.58,11.891,0.97717,0.13718,48.4,30.43,70.8,3,0,NMC,926,73.99,97,0,Normal
1180,75,3.4825,-26.579,34.84,4.2042,2.9674,0.798,4.006,0.8161,3.547,2.433,1.0,0.13747,40.94,25.13,71.4,5,2,NMC,855,74.38,348,0,Normal
46,50,4.2107,-15.351,15.81,4.2183,2.9487,0.916,3.042,0.9979,1.641,1.12,0.95492,0.04885,22.28,6.47,51.5,0,0,LFP,73,97.84,2979,3,Deep_Discharge
323,75,2.9096,2.582,27.88,4.1494,2.7648,2.979,1.329,0.8677,5.595,6.776,1.0,0.06008,28.37,24.84,53.5,0,0,NCA,229,93.51,870,0,Normal
843,100,2.8049,-17.43,27.82,4.0702,2.7019,2.351,0.79,0.5973,6.785,8.165,0.96711,0.10774,38.57,16.16,51.7,1,0,NCA,588,85.21,275,0,Normal
1708,75,3.352,25.726,33.99,4.0376,2.5275,1.392,2.447,0.7505,1.909,4.548,0.95786,0.1772,37.59,27.6,61.3,3,4,NMC,1273,66.03,0,3,Deep_Discharge
129,60,3.6716,-20.916,28.55,4.1259,2.8163,0.779,4.582,0.6322,6.213,8.374,0.97501,0.0627,48.16,18.87,74.8,0,0,NMC,109,95.61,1391,0,Normal
1434,60,3.7123,-12.096,40.87,4.0259,2.633,0.313,0.455,0.4732,1.422,11.353,1.0,0.1531,43.6,37.82,65.9,0,2,LFP,1004,72.48,1553,0,Normal
94,75,3.4908,16.995,39.64,4.2277,2.8342,2.074,2.421,0.7311,2.857,9.555,1.0,0.04904,58.56,29.25,49.1,0,0,NMC,49,99.63,1252,2,Overcharge
626,100,2.9811,13.808,52.07,4.1106,2.8994,2.384,0.483,0.6707,5.994,10.635,0.98704,0.08591,67.36,45.99,38.1,0,0,NMC,451,83.45,706,1,Thermal_Runaway_Risk
754,150,3.0472,10.332,7.73,4.2182,2.7043,0.502,1.4,0.6764,3.379,10.774,0.98628,0.09915,13.83,4.56,46.4,0,0,LFP,531,85.69,2236,0,Normal
1955,60,4.0356,-12.761,43.67,4.1773,2.5078,0.207,4.778,0.3444,0.362,3.59,0.9978,0.201,55.32,42.34,61.6,1,2,LTO,1369,56.81,6079,3,Deep_Discharge
1315,100,4.0585,11.683,37.95,4.2143,2.9326,1.201,0.702,0.3847,6.572,8.486,0.98785,0.14548,48.91,23.88,62.2,0,0,NCA,952,72.74,0,0,Normal
793,75,3.7772,15.841,28.25,4.221,2.7745,2.069,0.444,0.6498,2.027,8.968,0.98631,0.09616,28.41,28.16,28.8,3,0,LFP,568,82.64,2100,2,Overcharge
1834,150,3.7631,8.834,27.43,4.0133,2.6574,2.787,0.618,0.5511,6.885,1.459,0.95415,0.18126,42.87,26.15,60.9,5,0,NCA,1293,61.5,0,0,Normal
1306,75,3.6666,-0.647,29.12,4.1813,2.8169,2.663,3.52,0.5975,2.258,5.813,0.95337,0.15155,46.4,27.83,28.3,4,1,LFP,920,72.68,1701,0,Normal
68,75,3.0942,11.542,32.48,4.0566,2.8372,2.128,0.258,0.573,2.262,7.872,0.97677,0.04996,51.22,18.39,46.6,0,0,NCA,75,98.82,1200,0,Normal
1683,75,3.421,-1.515,24.59,4.2473,2.5737,2.479,2.09,0.798,7.105,3.486,0.94873,0.17219,26.02,10.11,64.0,1,0,NMC,1188,65.96,0,2,Overcharge
10,100,3.809,8.079,13.96,4.1946,2.8232,1.196,4.776,0.425,2.991,7.667,0.96289,0.03838,26.25,-0.67,39.2,0,0,NCA,25,100.0,1186,1,Thermal_Runaway_Risk
1277,200,3.579,1.492,24.8,4.0009,2.6433,0.886,0.531,0.9595,5.433,0.627,0.98925,0.15087,42.33,14.83,60.7,0,3,NCA,889,73.13,0,3,Deep_Discharge
1865,50,2.8269,-30.214,27.34,4.2319,2.9018,0.548,4.674,0.6293,3.049,7.086,0.99386,0.19244,36.62,13.05,50.5,2,0,NMC,1281,60.23,0,2,Overcharge
871,50,4.1827,-11.675,35.7,4.0731,2.9708,0.709,0.764,0.5383,4.468,1.213,0.98038,0.10964,37.9,30.4,41.8,0,1,NMC,586,81.83,625,0,Normal
549,150,4.025,41.609,18.12,4.1042,2.5513,2.896,0.813,0.3148,6.235,8.188,0.97675,0.08362,22.12,4.0,60.8,0,1,NMC,335,87.64,961,3,Deep_Discharge
1157,75,3.1778,-38.748,36.43,4.1531,2.9587,2.804,3.103,0.5486,7.372,7.878,0.99154,0.14373,51.83,33.56,61.0,4,0,NMC,818,75.88,258,0,Normal
711,75,3.6939,31.045,17.95,4.2291,2.9517,0.331,1.371,0.738,5.319,7.478,0.96868,0.09249,23.98,14.67,74.7,0,0,NCA,490,84.23,477,2,Overcharge
22,75,4.1387,12.511,33.97,4.2318,2.6715,1.516,0.215,0.8581,3.232,3.086,0.95474,0.04457,52.12,23.82,47.5,0,0,NMC,26,100.0,1363,2,Overcharge
814,50,2.9392,0.684,35.52,4.1409,2.5144,1.245,3.797,0.8124,3.334,8.025,0.97757,0.10705,36.37,21.64,70.7,0,0,NCA,649,85.89,381,3,Deep_Discharge
345,100,3.5294,-33.608,28.7,4.0792,2.8316,2.025,1.98,0.7013,1.502,4.975,0.97329,0.06593,38.86,25.16,61.9,1,1,NMC,266,94.56,1053,0,Normal
301,100,3.4616,-0.023,30.46,4.0698,2.6724,1.12,4.559,0.6053,4.654,6.434,0.9604,0.05857,47.85,16.7,74.0,0,0,LFP,223,94.78,2555,0,Normal
362,60,3.3948,-14.926,36.97,4.0911,2.5958,0.986,1.535,0.6678,6.785,8.209,1.0,0.0676,56.68,23.75,50.7,0,0,NMC,245,88.08,1100,3,Deep_Discharge
395,60,4.0116,23.78,24.18,4.0451,2.5543,2.466,3.413,0.9733,1.302,4.442,0.98633,0.08424,29.21,23.37,29.5,1,0,NMC,263,91.56,1065,3,Deep_Discharge
217,100,3.3519,-13.334,33.09,4.1675,2.598,2.852,1.767,0.9763,2.31,11.937,0.95494,0.06121,50.44,18.52,64.3,0,0,LFP,159,93.05,2727,3,Deep_Discharge
140,50,2.8923,-5.517,26.49,4.132,2.6187,0.768,0.912,0.8623,0.449,0.75,0.98543,0.0606,28.81,14.62,33.9,0,0,NMC,130,97.66,1371,0,Normal
1639,150,2.8955,4.924,45.5,4.1934,2.8979,0.859,4.879,0.4168,4.351,8.76,0.97354,0.17405,51.2,37.16,77.5,1,1,NMC,1182,65.56,0,0,Normal
957,60,2.862,-12.891,35.43,4.0235,2.8919,1.374,3.023,0.954,0.748,2.884,1.0,0.11535,50.38,32.45,16.0,0,0,NMC,667,80.54,467,3,Deep_Discharge
1233,75,3.3933,19.172,19.56,4.1,2.7472,2.178,4.231,0.7535,4.759,11.782,1.0,0.14144,35.33,10.31,46.6,2,0,NMC,847,74.61,218,0,Normal
984,150,3.8417,-5.918,48.18,4.06,2.7767,0.668,1.401,0.6345,2.489,6.368,0.94682,0.12268,66.56,37.72,63.6,2,0,NMC,744,78.27,346,1,Thermal_Runaway_Risk
992,100,3.0954,-37.617,40.02,4.1338,2.9589,1.51,2.087,0.693,6.481,9.419,0.98076,0.11664,43.25,33.57,51.6,1,2,NCA,693,78.66,187,0,Normal
1646,75,3.7374,3.015,17.94,4.1171,2.954,2.554,2.489,0.6335,4.418,2.435,0.96234,0.171,37.58,7.5,47.2,2,0,NCA,1111,65.17,0,0,Normal
1639,100,3.7963,16.147,14.74,4.1124,2.9143,0.855,3.222,0.6347,4.008,10.564,0.93757,0.16922,26.38,3.87,52.4,3,3,NCA,1167,65.05,0,0,Normal
827,60,3.17,28.761,17.72,4.0789,2.6871,0.333,2.095,0.6018,2.084,11.573,1.0,0.09724,20.51,10.44,43.2,3,1,NCA,538,86.02,271,4,Internal_Short
682,60,3.6708,11.053,20.18,4.1817,2.6833,2.739,1.387,0.9271,7.428,6.467,0.97852,0.09871,31.06,19.15,53.3,0,0,NCA,490,85.39,427,2,Overcharge
1483,200,3.7931,23.063,31.51,4.1204,2.9439,2.405,1.111,0.6191,7.633,10.212,0.98885,0.15431,49.01,29.13,84.3,2,1,NMC,1067,66.76,0,0,Normal
1003,100,3.4766,9.814,30.82,4.0506,2.9633,2.157,3.076,0.4541,6.107,8.037,0.96642,0.12173,36.97,26.1,59.3,3,0,NMC,740,78.98,419,0,Normal
355,75,3.2882,-19.188,37.35,4.1369,2.8992,0.445,1.389,0.4601,2.658,2.929,0.98176,0.0794,44.77,37.21,51.5,0,0,LTO,263,92.15,7663,0,Normal
1007,60,3.6978,-15.625,26.89,4.1492,2.8786,2.718,2.104,0.3921,6.371,11.02,0.98196,0.11315,28.85,24.86,67.5,3,1,NMC,700,79.42,426,0,Normal
1347,50,4.2179,-45.975,27.39,4.0053,2.7791,1.055,0.366,0.688,5.877,9.351,0.96918,0.14299,32.68,13.92,58.3,0,1,NMC,935,73.23,138,0,Normal
1156,50,3.4189,-4.337,31.13,4.0509,2.6692,0.792,1.431,0.5274,1.929,10.696,0.98133,0.13039,42.76,17.59,42.0,2,1,NMC,847,76.78,318,0,Normal
887,75,3.368,13.056,41.26,4.0606,2.6203,1.565,2.518,0.7042,0.928,4.354,1.0,0.11703,55.16,36.94,64.1,1,2,LTO,617,80.55,7011,0,Normal
1828,100,3.4732,-31.556,11.07,4.062,2.5702,2.784,4.021,0.9516,1.786,5.444,0.96328,0.17974,24.33,-0.91,68.4,1,2,LFP,1296,62.03,1113,3,Deep_Discharge
1863,75,2.9105,25.879,27.44,4.0597,2.8641,2.985,1.991,0.9689,6.974,3.461,0.97577,0.18858,31.35,16.63,38.0,2,0,LTO,1303,59.72,6204,3,Deep_Discharge
126,100,3.6021,-2.056,43.19,4.0679,2.8885,1.92,1.617,0.5141,1.504,4.03,1.0,0.04813,45.33,38.58,87.2,0,0,NCA,92,95.12,1012,0,Normal
1129,50,3.2766,-17.928,30.68,4.0657,2.6793,2.875,2.677,0.4541,6.399,3.132,0.97857,0.13313,49.92,23.07,62.0,2,2,NCA,752,73.39,0,0,Normal
1008,60,2.9761,-31.659,27.05,4.221,2.503,1.469,0.439,0.3387,2.752,8.727,0.94183,0.12272,30.68,16.31,40.4,3,0,LFP,750,81.86,1959,2,Overcharge
603,60,3.4761,33.221,21.85,4.0799,2.9693,0.283,1.899,0.491,5.871,4.547,0.97642,0.08272,36.2,9.16,79.3,1,0,NCA,433,87.23,610,0,Normal
1822,75,2.8049,23.642,39.03,4.0874,2.7185,0.972,0.849,0.6544,7.226,8.78,0.93736,0.18283,42.93,38.26,57.1,2,0,NCA,1280,62.53,0,0,Normal
1401,50,3.3826,-8.068,25.19,4.0665,2.9873,1.045,1.417,0.7218,6.369,8.093,0.97019,0.15247,29.81,17.74,60.6,2,2,LTO,936,71.13,6586,0,Normal
1928,200,2.9533,18.58,25.11,4.2419,2.8387,2.392,2.075,0.3687,4.438,6.662,0.98995,0.1839,27.39,22.35,45.7,4,0,NCA,1372,59.72,0,2,Overcharge
1013,60,2.8352,-4.191,43.64,4.1339,2.562,0.548,0.479,0.4718,0.337,8.061,0.96689,0.12447,62.01,38.11,58.8,1,1,LFP,745,81.84,1805,3,Deep_Discharge
50,150,3.9955,-12.089,19.53,4.1526,2.6635,0.69,4.027,0.3294,1.361,6.643,0.98989,0.03922,37.61,16.9,63.4,0,0,NMC,63,98.61,1451,0,Normal
1052,75,4.1286,-13.065,46.31,4.1839,2.8285,1.92,1.519,0.8433,6.332,8.634,0.97104,0.13147,49.09,32.49,53.1,5,1,NMC,744,77.31,343,0,Normal
1485,200,3.1011,-4.643,31.69,4.0834,2.8246,0.566,1.318,0.4891,1.048,3.918,1.0,0.16095,45.32,23.79,39.8,1,0,NCA,1025,69.99,0,0,Normal
1319,75,3.582,-7.971,30.25,4.2422,2.616,1.587,1.849,0.6984,7.793,9.376,0.99015,0.14239,42.49,29.01,43.8,1,1,LFP,932,74.59,1614,2,Overcharge
1320,150,3.203,1.229,32.85,4.0381,2.5884,0.298,1.966,0.6222,7.771,3.582,0.97384,0.14585,37.34,23.78,53.7,1,0,NMC,915,72.01,181,3,Deep_Discharge
1749,50,3.5157,32.167,30.21,4.1145,2.6384,2.073,4.101,0.6342,2.563,11.749,0.95987,0.17985,35.95,21.21,54.3,3,1,NMC,1220,63.34,0,0,Normal
778,100,3.4331,45.567,24.72,4.0364,2.8934,2.743,1.567,0.766,0.563,4.635,0.96391,0.10055,35.34,13.84,78.9,0,0,LFP,560,83.86,2292,0,Normal
1430,150,3.1901,-24.051,33.44,4.1976,2.6209,2.65,2.411,0.5873,6.051,0.156,0.98588,0.15347,42.32,25.89,45.6,3,0,LTO,1028,67.98,6473,0,Normal
1792,50,3.8156,9.189,25.1,4.0268,2.8509,0.406,2.591,0.4749,1.772,5.586,0.98487,0.17894,32.27,13.66,76.7,0,0,LFP,1230,61.86,1202,0,Normal
813,50,2.9834,4.193,34.28,4.1385,2.935,1.855,1.667,0.5867,5.947,11.469,0.99295,0.10594,42.7,31.24,55.4,0,0,NMC,536,82.47,619,0,Normal
1636,75,2.877,10.609,53.13,4.0262,2.6958,0.491,3.96,0.8766,2.879,7.604,0.98838,0.16823,65.14,43.99,58.7,1,0,NCA,1079,66.17,0,1,Thermal_Runaway_Risk
1428,150,3.9131,-9.004,36.6,4.1132,2.5035,0.35,3.195,0.6935,3.171,1.227,0.99779,0.1603,36.68,21.81,43.8,0,1,NMC,1007,69.8,88,3,Deep_Discharge
1369,75,3.7656,10.882,28.11,4.0701,2.571,1.909,3.661,0.9836,4.927,1.296,0.96379,0.13849,42.58,27.06,76.1,0,2,NCA,926,69.37,0,3,Deep_Discharge
1645,75,3.5229,-27.594,32.56,4.2258,2.6559,1.803,0.462,0.8495,1.562,5.387,0.97973,0.17275,37.8,28.82,84.3,5,2,NMC,1187,65.97,0,2,Overcharge
419,50,3.4783,67.645,26.8,4.0133,2.595,0.463,4.134,0.8779,7.765,2.706,0.98669,0.07519,45.3,16.3,63.8,1,1,NCA,337,91.24,645,3,Deep_Discharge
1205,50,3.5212,5.812,28.16,4.1625,2.6448,1.208,1.354,0.8479,0.634,7.255,0.96801,0.13369,46.39,24.92,53.7,2,0,LFP,818,76.34,1701,0,Normal
982,100,3.4337,14.601,28.88,4.1738,2.772,1.087,0.641,0.6096,7.598,11.208,0.94112,0.11601,30.33,26.49,55.6,2,0,LFP,687,78.51,2056,0,Normal
824,50,3.3697,-22.365,34.75,4.2222,2.5105,1.159,3.373,0.8625,2.599,11.592,0.9816,0.11069,43.38,32.76,32.8,2,0,LFP,591,85.14,2151,2,Overcharge
1024,75,3.5246,-13.903,39.07,4.2194,2.5321,1.133,1.246,0.7416,5.432,11.055,0.96761,0.11927,47.98,29.98,35.7,1,1,NMC,765,79.94,389,3,Deep_Discharge
1854,150,3.5663,-29.372,51.09,4.2443,2.9279,2.509,2.151,0.458,7.984,3.554,0.94387,0.18002,61.15,49.02,80.3,2,0,LFP,1252,62.49,1017,1,Thermal_Runaway_Risk
1973,60,3.8033,29.126,36.48,4.0635,2.7612,1.19,3.598,0.3665,2.125,11.72,0.96072,0.1986,38.07,36.08,38.9,3,1,NMC,1414,57.76,0,0,Normal
566,100,3.8313,-22.194,19.03,4.0687,2.9678,1.125,0.693,0.6492,3.959,3.696,0.96986,0.0847,29.45,12.04,51.2,0,0,LFP,411,87.22,2383,0,Normal
370,50,3.3476,-3.777,17.19,4.0993,2.5016,0.283,0.813,0.708,0.481,7.512,0.96771,0.07185,27.62,8.62,82.8,0,0,LTO,280,90.13,7582,3,Deep_Discharge
935,75,3.3996,-2.889,29.33,4.1344,2.5001,2.413,3.392,0.5446,1.954,10.687,0.98612,0.11867,45.47,29.17,55.0,1,0,NCA,641,80.39,329,3,Deep_Discharge
1934,60,3.3419,9.464,40.0,4.0918,2.8698,2.048,2.358,0.7407,1.368,7.904,0.97809,0.19202,56.95,39.77,52.5,2,2,NCA,1430,59.38,0,0,Normal
660,100,3.578,-25.848,27.92,4.1851,2.7381,1.156,1.262,0.4055,6.107,11.959,0.96928,0.09634,29.82,20.54,49.1,2,0,NCA,469,85.96,420,0,Normal
1454,60,3.4574,17.192,28.08,4.0021,2.9569,1.465,2.676,0.8644,5.631,4.191,0.99867,0.14505,38.53,23.32,54.7,2,0,NMC,983,69.65,0,0,Normal
968,75,4.0899,24.9,39.0,4.0044,2.8933,2.423,3.169,0.5805,4.064,1.433,1.0,0.1156,43.69,27.06,66.4,0,3,LFP,665,79.1,1986,0,Normal
1332,75,3.8097,-13.201,29.73,4.179,2.752,1.164,2.144,0.8082,0.313,2.644,0.99788,0.14501,36.41,21.05,60.4,2,1,NMC,945,72.2,80,0,Normal
1160,60,4.1031,-0.732,40.34,4.2208,2.7393,1.525,1.03,0.8971,1.884,2.21,0.97345,0.13423,53.25,29.71,57.8,0,0,NMC,789,76.62,237,2,Overcharge
201,100,3.8282,12.531,14.95,4.1941,2.9056,0.255,3.308,0.4672,5.508,10.843,0.97943,0.05832,17.57,3.93,45.2,0,0,NMC,186,95.14,1348,0,Normal
1459,60,4.2079,5.111,34.77,4.0293,2.9019,2.771,0.782,0.6818,0.403,5.59,0.99872,0.15071,52.53,23.37,60.4,2,2,NMC,995,69.35,0,0,Normal
312,100,3.7218,-19.994,12.24,4.2337,2.6385,1.239,3.337,0.3875,4.787,6.189,0.99012,0.05974,30.84,0.69,46.2,0,0,LTO,176,93.1,7734,2,Overcharge
116,60,4.1971,14.025,32.67,4.1305,2.8373,1.03,1.5,0.3298,1.539,2.076,0.96595,0.04757,37.63,30.58,76.5,0,0,NMC,139,95.95,1362,0,Normal
1689,100,3.0293,30.254,39.01,4.1856,2.8216,1.906,0.207,0.328,4.781,2.571,0.97543,0.17479,44.36,31.0,78.4,2,1,NMC,1175,64.7,0,3,Deep_Discharge
936,50,2.8761,30.191,13.72,4.0503,2.928,1.675,2.436,0.9651,6.39,9.595,0.98317,0.10996,17.14,7.59,58.9,0,1,NCA,647,81.91,224,3,Deep_Discharge
1826,75,3.6397,11.505,7.05,4.1372,2.9343,1.323,1.688,0.3314,7.032,8.195,0.99018,0.18946,15.17,4.76,70.0,1,0,LTO,1244,65.03,6087,0,Normal
574,60,4.2261,15.319,38.51,4.0825,2.6341,2.783,1.301,0.7222,3.63,3.951,0.98855,0.09308,40.28,37.46,50.6,0,0,NMC,401,91.45,923,1,Thermal_Runaway_Risk
243,100,3.4055,-7.784,34.49,4.2437,2.9399,1.216,2.593,0.3402,4.946,9.546,0.96055,0.05913,36.57,21.96,54.7,1,0,NMC,175,94.92,1222,2,Overcharge
536,60,3.1075,-18.345,19.01,4.1185,2.9623,2.995,1.816,0.8002,4.406,0.644,0.97441,0.08277,23.9,6.13,50.4,0,1,NMC,377,89.09,947,0,Normal
1625,150,3.5562,-1.374,32.44,4.1889,2.5548,2.41,1.616,0.6425,4.458,0.848,1.0,0.16957,38.09,25.48,61.9,2,1,LFP,1089,67.13,1221,3,Deep_Discharge
74,150,3.7408,45.289,24.59,4.1508,2.7869,2.729,3.86,0.4458,3.274,1.062,0.98305,0.04757,43.86,23.79,65.4,0,2,NMC,71,96.86,1417,0,Normal
1829,60,3.257,-10.62,28.21,4.0236,2.7182,0.992,0.599,0.7223,6.377,8.442,0.98359,0.18653,28.75,18.24,48.8,1,1,LFP,1272,62.36,1229,0,Normal
385,75,3.8364,8.688,27.32,4.1357,2.701,0.397,2.11,0.5339,2.904,7.15,0.98602,0.07454,41.58,19.43,67.3,0,0,LTO,253,93.55,7586,0,Normal
1926,50,4.2139,7.555,16.69,4.1351,2.8524,1.374,1.385,0.4061,4.86,10.341,0.96765,0.1848,36.68,7.93,45.6,5,0,NCA,1296,57.78,0,0,Normal
1233,60,4.1006,-7.486,39.01,4.1789,2.5648,1.077,1.57,0.8178,3.808,11.623,1.0,0.14237,50.61,34.7,46.0,1,0,LFP,840,76.99,1672,3,Deep_Discharge
474,100,3.2228,29.673,19.41,4.0805,2.91,0.37,2.321,0.5672,2.942,4.092,0.98043,0.08649,28.99,17.48,54.5,1,0,NCA,343,89.85,807,0,Normal
417,100,3.2737,31.776,30.93,4.2152,2.5133,0.4,4.629,0.6284,3.112,7.545,0.97117,0.0683,49.26,23.01,77.9,0,0,LFP,329,92.07,2603,3,Deep_Discharge
